,x,y
0,0.0395136778115501,0.0496453900709248
1,0.0699088145896656,0.0744680851063819
2,0.1048632218844984,0.0744680851063819
3,0.1314589665653495,0.0744680851063819
4,0.155015197568389,0.1489361702127674
5,0.1880699088145896,0.210992907801419
6,0.2329027355623101,0.2358156028368796
7,0.344984802431611,0.2978723404255312
8,0.3898176291793312,0.4716312056737592
9,0.4316109422492402,0.7198581560283692
10,0.4627659574468086,1.0177304964539005
11,0.4794832826747721,1.340425531914894
12,0.5000000000000001,1.7375886524822717
